method,grade2_candidate_recall,selected_grade2,pool_any_literal_span,selected_any_literal_span,packed_any_literal_span,target_literal_selected,target_literal_packed
B,0.762168580708,1.04914529915,0.800366300366,0.704212454212,0.704212454212,0.10927960928,0.10927960928
E,0.719258263527,0.999389499389,0.800366300366,0.67032967033,0.67032967033,0.101343101343,0.101343101343
H,0.701077541799,0.986263736264,0.800366300366,0.657509157509,0.657509157509,0.108058608059,0.108058608059
U,0.762081653375,1.05586080586,0.800366300366,0.700549450549,0.700549450549,0.102564102564,0.102564102564
